Q59RR0	Cell wall transcription factor ACE2	
A8YPP2	Polygalacturonase	
D7HTI1	Uncharacterized protein ImpG	
N0A4X7	FrxA (Fragment)	
I1S095	Ras-2 protein (Uncharacterized protein)	
I1RLX6	Uncharacterized protein	
B6E223	Eburicol 14 alpha-demethylase (Fragment)	
Q8Z6M4	Putative pathogenicity island lipoprotein	
A6RNZ1	Deleted.	
I1S0Y9	Uncharacterized protein	
Q5NIC0	Acid phosphatase (EC 3.1.3.2)	
P54698	Transcriptional regulatory protein RcsA	
G4MS40	Ribonuclease T2	
Q9UWF6	Lysophospholipase 1 (EC 3.1.1.5) (CaPLB1) (Phospholipase B 1)	
P12383	Transcription factor PDR1 (Pleiotropic drug resistance protein 1)	
I1RPR1	Uncharacterized protein	
Q8DPV2	Uncharacterized protein	
Q6FLU4	Calcineurin subunit B (Calcineurin regulatory subunit) (Protein phosphatase 2B regulatory subunit)	
G5EI17	Uncharacterized protein	
Q9HFT9	Ste11alpha protein	
D7HUA3	UPF0301 protein PSA3335_0413	
Q6Q475	Transglutaminase elicitor (EC 2.3.2.13)	
Q5SE95	L-ornithine N(5)-monooxygenase (OMO) (EC 1.14.13.196) (L-ornithine N(5)-oxygenase) (Siderphore biosynthesis protein A)	
B5G4W2	Malamycin response gene 1	
Q9P8P2	Phospholipase B (EC 3.1.1.5) (Lysophospholipase)	
G4NEF1	Uncharacterized protein	
G1UB67	Transcriptional regulator DEF1 (EFG1-dependent transcript protein 1)	
I1RKH9	Serine/threonine-protein kinase nrc-2 (Uncharacterized protein)	
Q4X0M4	Protein transport protein sec31	
Q97T11	Lipoprotein	
O14439	Ornithine decarboxylase	
I1RAE2	Serine/threonine-protein kinase psk1 (Uncharacterized protein)	
O14448	cAMP-dependent protein kinase regulatory subunit (PKA regulatory subunit)	
A4ULI5	Eburicol 14 alpha-demethylase (Fragment)	
P49606	Adenylate cyclase (EC 4.6.1.1) (ATP pyrophosphate-lyase) (Adenylyl cyclase)	
Q9HG20	Antiphagocytic protein	
Q6R659	AvrL567-B	
Q52378	Avirulence protein	
G4MRS8	Uncharacterized protein	
Q2FYP3	Conserved virulence factor B	
G4MZD0	Rho-type GTPase-activating protein 1	
I1RC85	Serine/threonine-protein kinase cot-1 (Uncharacterized protein)	
G4NF12	Uncharacterized protein	
I1RUG2	Uncharacterized protein	
Q5H3L0	Two-component system sensor protein	
D7I066	Response regulator	
G0X847	Uncharacterized protein (Fragment)	
K4NK05	Uncharacterized protein	
Q48245	Vacuolating cytotoxin autotransporter [Cleaved into: Vacuolating cytotoxin; Vacuolating cytotoxin translocator]	
Q0UA24	Putative uncharacterized protein	
E1WEX6	Hypothetical membrane-bound beta-hydroxylase	
Q4P812	Uncharacterized protein	
Q5BUB4	bZIP transcription factor 1 (bZIP protein 1) (Pibzp1)	
Q4WCZ1	Acetylglutamate kinase, putative (EC 1.2.1.38)	
Q92410	Alpha,alpha-trehalose-phosphate synthase [UDP-forming] (EC 2.4.1.15) (Trehalose-6-phosphate synthase) (UDP-glucose-glucosephosphate glucosyltransferase)	
G4MS58	Alcohol dehydrogenase 1	
D2EAX7	Rim20 protein	
B2SNI2	Outer membrane protein required for AvrXa21 activity C (RaxC)	
Q5A5U4	Cell wall protein RHD3 (LDG family protein 7) (Predicted GPI-anchored protein 29) (Repressed during hyphae development protein 3)	
Q8NK75	Ste12-like transcription factor	
G4NI28	Uncharacterized protein	
G4N1Y8	Beta-xylanase (EC 3.2.1.8)	
Q5AP95	Suppressor of ferric uptake 1	
Q5NFZ7	Uncharacterized protein	
Q59PJ5	Uncharacterized protein	
G4MQ72	Gamma-butyrobetaine dioxygenase	
I1RQI2	Uncharacterized protein	
Q889C0	Alcohol dehydrogenase, zinc-containing protein	
P59206	Putative endo-beta-N-acetylglucosaminidase (EC 3.2.1.96) (Murein hydrolase)	
Q4PHG7	Uncharacterized protein	
Q5A4N7	Potential zinc finger upstream protein 1	
G2XD29	SGE1 protein	
U3MXJ8	Spa2	
Q8NID8	AVR2 protein	
G8DNT1	Alpha-aminoadipate reductase	
Q9HFU3	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	
Q520U5	Autophagy protein 16	
Q59UY7	Transcriptional regulatory protein SEF1	
Q7Z8E9	Serine/threonine-protein kinase MST20 (EC 2.7.11.1)	
Q9NG46	LYT1p	
Q5APP3	Uncharacterized protein	
Q4PBH3	Uncharacterized protein	
G3C9Q9	RxLR effector candidate (Fragment)	
G4N4W3	Uncharacterized protein	
Q30E79	Carbonic anhydrase 1	
A3QX02	Zinc-responsiveness transcriptional activator	
C0H5W5	cAMP-dependent protein kinase regulatory subunit	
Q4WY82	Linoleate 10R-lipoxygenase (EC 1.13.11.62) (Cyclooxygenase-like fatty acid oxygenase) (Fatty acid oxygenase ppoC) (Linoleate 10R-dioxygenase) (10R-DOX) (Psi-producing oxygenase C) (AfPpoC)	
B9WZW9	AVR-Pia protein	
Q59WI6	Uncharacterized protein	
G4MWU9	Phosphoinositide phospholipase C (EC 3.1.4.11)	
G4MZ47	Calcium permease	
P83774	Guanine nucleotide-binding protein subunit beta-like protein (Cytoplasmic antigenic protein 1)	
Q4IB89	Serine/threonine-protein kinase TEL1 (EC 2.7.11.1) (ATM homolog) (DNA-damage checkpoint kinase TEL1) (Telomere length regulation protein 1)	
Q96WM3	V-type proton ATPase subunit a	
I1RWG6	Serine/threonine-protein kinase sid2 (Uncharacterized protein)	
G4MQB0	Uncharacterized protein	
O74686	Orotidine-5'-monophosphate pyrophosphorylase	
G4NGX3	Calcium influx-promoting protein ehs1	
L7WWG5	Avirulence RXLR effector protein	
Q5EGQ1	White collar 2	
A4ZGP3	Major facilitator superfamily transporter	
G8DNT2	Phosphopantetheinyl transferase	
Q9I690	UPF0312 protein PA0423	
D2EAX9	Rim23 protein	
Q4PF11	Uncharacterized protein	
Q01145	Pwl1 protein	
G4MPQ7	Endo-1,4-beta-xylanase 6 (Xylanase 6) (EC 3.2.1.8) (1,4-beta-D-xylan xylanohydrolase 6)	
C3VHN8	Metalloprotease	
P52751	Hydrophobin-like protein MPG1	
O59924	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	
G0X7V8	Uncharacterized protein (Fragment)	
I1RTN5	Uncharacterized protein	
Q59Z29	Iron-regulated transcriptional activator AFT2 (Activator of iron transcription protein 2)	
P50601	Protein TolB	
W0H866	ISPsy26, transposase orfB	
P0CL08	Transcriptional regulator hilD	
C4B8B7	AVR-Pii protein	
Q8PGL8	Truncated O-antigen biosynthesis protein	
I1RC35	Uncharacterized protein	
I1RNF9	Uncharacterized protein	
I1RAA6	Uncharacterized protein	
D7HZT3	Uncharacterized protein	
Q4P818	Uncharacterized protein	
Q5A753	Uncharacterized protein	
Q4PF14	Uncharacterized protein	
A0A024CHY2	CifB	
G4N7H1	CAMKK/META protein kinase	
C6L683	Ste11-type MAPKK kinase	
A6RI22	Deleted.	
Q75WC5	DNA gyrase subunit A (EC 5.99.1.3)	
Q4WF54	Enoyl-CoA hydratase/isomerase family protein (EC 4.2.1.-)	
Q00351	Endo-1,4-beta-xylanase (EC 3.2.1.8)	
Q4PF16	Uncharacterized protein	
B0XTA5	Cytochrome c	
G4N6G5	RGS domain-containing protein	
D7I656	Heavy metal RND efflux outer membrane protein, CzcC family	
Q96X32	MAP kinase pathway-interacting Ubc2	
Q9C2Y4	P-type ATPase	
Q4P813	Uncharacterized protein	
P57051	Sec-independent protein translocase protein TatA	
Q4PCT8	Uncharacterized protein	
Q6RKH5	Polyketide synthase (Fragment)	
Q9K2L5	ORF2	
Q2PEP0	NADPH oxidase	
Q3Y5V5	MDR efflux pump ABC3	
G1UBC2	Cell wall adhesin EAP1 (Enhanced adherence to polystyrene protein 1) (GPI-anchored protein 47)	
I1RS57	Uncharacterized protein	
Q4P2X0	Uncharacterized protein	
P49605	cAMP-dependent protein kinase regulatory subunit (PKA regulatory subunit)	
Q5DI82	Type III effector AvrB3	
Q4WPX2	Psi-producing oxygenase A (Fatty acid oxygenase ppoA) [Includes: Linoleate 8R-lipoxygenase (EC 1.13.11.60); 9,12-octadecadienoate 8-hydroperoxide 8R-isomerase (EC 5.4.4.5)]	
Q4P8E8	Uncharacterized protein	
I1RXX1	3-hydroxy-3-methylglutaryl coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34)	
Q9LVT1	Putative disease resistance protein At5g47280	
G0X7F0	Uncharacterized protein (Fragment)	
I1RDX3	Uncharacterized protein	
Q5A7S7	Fork-head transcriptional regulator 2	
I1RU62	Uncharacterized protein	
Q8PHM7	Avirulence protein	
Q6XSF5	G-protein beta subunit Cgb1	
G4NFS7	Uncharacterized protein	
Q156F5	Trehalose-6-phosphate synthase	
G4N9G6	DNA mismatch repair protein	
G4N2W2	Calcium-transporting ATPase (EC 3.6.3.8)	
Q59RG0	Potential polyamine transporter	
I1S5A1	Uncharacterized protein	
Q4ZZI8	Sigma-70 region 2	
G4N4U0	Uncharacterized protein	
E9B636	Putative metacaspase	
Q197G0	Transcriptional regulator Nrg1	
Q82ZX2	Cold shock-like protein CspLA (Cold-shock domain family protein)	
Q4PF15	Uncharacterized protein	
G4N1A3	Uncharacterized protein	
O13316	MAGC	
Q5AA40	Chitin synthase export chaperone	
I1S9H8	Uncharacterized protein	
Q87BR6	Hypoxanthine-guanine phosphoribosyltransferase	
B2Z3E2	Heterotrimeric G protein (EC 3.6.5.1)	
B0JFC8	Flavohemoglobin	
Q5H3K9	Two-component system regulatory protein	
P43098	Fatty acid synthase subunit alpha (EC 2.3.1.86) [Includes: Acyl carrier; 3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100) (Beta-ketoacyl reductase); 3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41) (Beta-ketoacyl synthase)]	
Q9UVB5	Protein mannosyltransferase	
Q5EMY3	MSP1 protein-like protein	
I1S8Y9	Uncharacterized protein	
B6E218	Eburicol 14 alpha-demethylase (Fragment)	
Q96V71	Spherule outer wall glycoprotein	
Q59X54	Uncharacterized protein	
P13041	Virulence genes transcriptional activator	
G4MNL6	Uncharacterized protein	
Q9UUS7	Hard-surface inducible protein	
G4N402	Fe(2+) transporter 3	
K8ZK72	Type III secretion system response regulator protein	
G4MXJ1	Uncharacterized protein	
Q9UV59	STE20	
Q8DRE1	UPF0473 protein spr0177	
Q9AT28	Necrosis-inducing protein NPP1	
G0X7K9	Uncharacterized protein (Fragment)	
C5P3X6	Extracellular metalloprotease 1 (EC 3.4.24.-)	
V6RFV4	Serine/threonine-protein kinase 6 (Uncharacterized protein)	
B2ZRQ4	1,3,8-trihydroxynaphthalene reductase	
M1T205	Me10 (Fragment)	
Q58PW9	HsvB	
Q52CS0	Ubiquitin-like modifier-activating enzyme ATG7 (ATG12-activating enzyme E1 ATG7) (Autophagy-related protein 7)	
Q58FH5	Glucosylceramide synthase	
Q5ACU9	Uncharacterized protein	
Q4PDC7	Uncharacterized protein	
Q2LD94	Regulator of G-protein signaling	
Q5ANJ4	Transcription activator TEC1	
B8F4X8	Bifunctional protein HldE	
Q00580	Guanine nucleotide-binding protein subunit alpha	
A5H456	ABC transporter 7	
B9A9V1	Pwl1 protein	
Q9C0L9	Protein SEY1 (EC 3.6.5.-)	
Q9UVN7	Mitogen-activated protein kinase (EC 2.7.11.24)	
P40676	Transcriptional regulator SlyA (Cytolysin SlyA) (Salmolysin)	
Q96UQ9	Mst12	
C0H5W3	Catalytic subunit of the PKA	
I1RD70	Uncharacterized protein	
O43117	Nitrogen starvation-induced glutamine rich protein	
D7I5K1	Uncharacterized protein	
Q97NM0	Uncharacterized protein	
B2C3H8	Cerato-platanin 1	
Q9UV51	Mitogen-activated protein kinase HOG1 (MAP kinase HOG1) (EC 2.7.11.24) (Osmotic stress MAP kinase)	
Q58ID3	Mig2-6 (Fragment)	
G4MQQ3	Uncharacterized protein	
G4MPI2	Ankyrin repeat protein	
A9Z1V6	Ca/Cm-dependent protein kinase B	
Q4P9Q7	High osmolarity signaling protein SHO1 (Osmosensor SHO1)	
Q9C1R1	Endo-1,4-beta-xylanase (EC 3.2.1.8)	
G4YTW4	Putative uncharacterized protein	
Q8DQV4	Uncharacterized protein	
O13395	Chitin synthase 6 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase 6) (Class-V chitin synthase 6)	
Q4PHD3	Uncharacterized protein	
I1RWQ7	Uncharacterized protein	
I1RBM2	Uncharacterized protein	
D7HZ13	Threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase)	
F5HEZ0	Uncharacterized protein	
O13314	MAGA	
D7I477	Uncharacterized DUF721 family protein	
P67331	UPF0176 protein spr0084	
F5HEA9	Mitogen-activated protein kinase (EC 2.7.11.24)	
Q0VHC3	HrpE3	
Q834U9	Uncharacterized protein	
Q8X1S9	Hgl1p	
Q4VKJ6	Avirulence protein	
D7HUI8	Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 2.4.2.-) (EC 3.4.-.-)	
Q9UW09	Mitogen-activated protein kinase (EC 2.7.11.24)	
Q5AKA8	Uncharacterized protein	
C6K2F1	Scaffold protein	
G4N3K2	Uncharacterized protein	
I1RY42	Uncharacterized protein	
Q5A687	Alpha-1,2-mannosyltransferase MNN22 (EC 2.4.1.-)	
I1RAY2	Casein kinase II subunit alpha (Uncharacterized protein)	
P0CM56	Probable O-acetyltransferase CAS1 (EC 2.3.1.-) (Capsule synthesis protein 1)	
G4MXG4	Potassium/sodium efflux P-type ATPase	
D0ERY7	High-affinity cAMP phosphodiesterase	
Q8NJV0	Trichodiene synthetase	
G4NHW9	Uncharacterized protein	
Q6PWQ1	alpha-1,2-Mannosidase (EC 3.2.1.-)	
C9Z5Q6	Uncharacterized protein	
Q4DDC5	Amastin, putative	
G4N906	Intracellular hyphae protein 1	
P0A1B9	Probable ATP synthase SpaL (EC 3.6.3.14) (Invasion protein InvC)	
Q4PGI9	Uncharacterized protein	
Q88BW6	Uncharacterized protein	
G4MUT8	Uncharacterized protein	
Q4VKJ1	Avirulence protein	
Q5AH74	Uncharacterized protein	
D2E9X1	Predicted transcription factor	
P0C017	Phosphoribosylaminoimidazole carboxylase (EC 4.1.1.21) (AIR carboxylase) (AIRC)	
Q71S08	Cross-pathway control protein A	
Q9UVQ4	RAS1	
Q9C1S8	Glucosamine-6-phosphate isomerase (EC 3.5.99.6) (Glucosamine-6-phosphate deaminase)	
Q7Z8N5	Acyl CoA ligase-like protein (Fragment)	
Q4PBU5	Uncharacterized protein	
Q99127	Chitin synthase 4 (EC 2.4.1.16) (Chitin synthase II) (Chitin-UDP acetyl-glucosaminyl transferase 4)	
P28873	Benomyl/methotrexate resistance protein	
G4NJ14	MADS box protein	
D9J222	BAH/PHD-containing protein	
Q4P0K0	Serine/threonine-protein kinase ATG1 (EC 2.7.11.1) (Autophagy-related protein 1)	
C6KEF4	Mitogen-activated protein kinase kinase kinase	
Q59VH7	Candidapepsin-7 (EC 3.4.23.24) (ACP 7) (Aspartate protease 7) (Secreted aspartic protease 7)	
Q5AMP9	Uncharacterized protein	
P04173	3-isopropylmalate dehydrogenase (3-IPM-DH) (IMDH) (EC 1.1.1.85) (Beta-IPM dehydrogenase)	
Q882D7	Membrane protein, TerC family	
Q00365	Ecp2 protein	
Q9UW14	pH-response transcription factor pacC/RIM101 (pH-response regulator protein 2)	
D4IBH1	Putative membrane protein	
Q876Z6	MedA homolog	
Q59Z32	Likely protein kinase	
A4VB48	Endopolygalacturonase 2 (Polygalacturonase 2) (Fragment)	
Q945T9	Glucanase inhibitor protein 2	
Q5A755	Potential mRNA deadenylase and CCR4-NOT complex subunit Not5p	
G4MV67	NAK protein kinase	
Q54151	Serine protease pic autotransporter (EC 3.4.21.-) (ShMu) [Cleaved into: Serine protease pic; Serine protease pic translocator]	
Q86ZF1	Isocitrate lyase (ICL) (Isocitrase) (Isocitratase) (EC 4.1.3.1)	
Q87WF4	Type III effector HopS1	
Q07080	MFalpha1 (MFalpha2) (Pheromone MAT alpha) (Pheromone alpha)	
O42720	Calcium-binding protein (CBP)	
I1S453	Uncharacterized protein	
Q0U086	Putative uncharacterized protein	
N1JK93	CELP0025 Effector like protein	
P79068	Polyketide synthase	
Q8Z6L6	Putative pathogenicity island effector protein	
G3CK14	Uncharacterized protein	
Q4P380	Uncharacterized protein	
A4ULI7	Eburicol 14 alpha-demethylase (Fragment)	
Q00359	Exopolygalacturonase (ExoPG) (EC 3.2.1.67) (Galacturan 1,4-alpha-galacturonidase) (Poly(1,4-alpha-D-galacturonide)galacturonohydrolase)	
B2SI02	CysN/CysC bifunctional enzyme required for AvrXa21 activity Q (RaxQ)	
G4N054	Phosphoinositide phospholipase C (EC 3.1.4.11)	
Q4W6D3	Mitogen-activated protein kinase HOG1 (MAP kinase HOG1) (EC 2.7.11.24)	
Q2TLM7	Mitogen-activated protein kinase (EC 2.7.11.24)	
Q87Y16	Type III effector protein AvrPto1	
Q96VB5	Aft1-1	
Q5APJ0	Heat shock transcription factor (HSTF)	
I1RT82	Uncharacterized protein	
Q9S1K2	Response regulator (Two-component response regulator)	
Q9I1R1	Probable transcriptional regulator	
P78585	Phosphoinositide phospholipase C (EC 3.1.4.11)	
Q4P4C1	Inositol-pentakisphosphate 2-kinase (EC 2.7.1.158) (Inositol-1,3,4,5,6-pentakisphosphate 2-kinase) (Ins(1,3,4,5,6)P5 2-kinase) (InsP5 2-kinase)	
I1RWG5	Nitrogen regulatory protein areA (Uncharacterized protein)	
I1RYF8	G2-specific protein kinase nim-1 (Uncharacterized protein)	
Q8Z445	Sensor protein	
G3CK64	Uncharacterized protein (Fragment)	
G4NAC3	Uncharacterized protein	
Q8PGM0	Uncharacterized protein	
Q48S75	Putative cell surface protein	
Q8NIK9	CAMP-dependent protein kinase catalytic subunit	
Q83T39	Uncharacterized protein	
D2E9X0	Polyketide synthase	
Q5ABE2	Hypha-specific G1 cyclin-related protein 1	
Q9HFZ2	Repressed by TUP1 protein 4	
Q5RLJ7	LAC2 isoform 1	
G4N8D9	Uncharacterized protein	
Q00202	pH-response transcription factor pacC/RIM101 [Cleaved into: pH-response transcription factor pacC/RIM101 closed form; pH-response transcription factor pacC/RIM101 open form 1; pH-response transcription factor pacC/RIM101 open form 2]	
G4MRP8	Cytochrome P450 51	
G4MKP6	Sensor protein zRas	
G8BCQ2	Putative uncharacterized protein	
G4N6W9	Zinc finger protein 58	
R9UM22	Eliciting plant response protein (Fragment)	
P34809	Glycylpeptide N-tetradecanoyltransferase (EC 2.3.1.97) (Myristoyl-CoA:protein N-myristoyltransferase) (NMT) (Peptide N-myristoyltransferase)	
Q6D000	Ribosomal RNA small subunit methyltransferase B (EC 2.1.1.176) (16S rRNA m5C967 methyltransferase) (rRNA (cytosine-C(5)-)-methyltransferase RsmB)	
G4MRI4	Uncharacterized protein	
Q7CQM5	Secretion system regulator: transcriptonal activator	
D7HVL5	Uncharacterized protein	
P43070	Glucan 1,3-beta-glucosidase (EC 3.2.1.58) (Exo-1,3-beta-glucanase)	
Q00363	Race-specific elicitor A4	
G0X854	Uncharacterized protein (Fragment)	
A8YPP3	Polygalacturonase	
Q09MP4	Nonribosomal peptide synthetase (Fragment)	
G8BDA6	Putative uncharacterized protein	
B6VCT8	Ste12	
Q8Z6L7	Putative pathogenicity island effector protein	
Q5AGE4	Uncharacterized protein	
Q8Z7H8	Putative virulence determinant	
Q4PBI0	Uncharacterized protein	
Q697D5	Mitochondrial Mrb1	
I1RT48	Serine/threonine-protein kinase 24 (Uncharacterized protein)	
O59897	Polyketide synthase	
Q875L0	Mitogen-activated protein kinase HOG1 (MAP kinase HOG1) (EC 2.7.11.24)	
Q01144	Pwl2 protein	
O13394	Chitin synthase 5 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase 5) (Class-IV chitin synthase 5)	
I1SAR3	Uncharacterized protein	
G4N027	Uncharacterized protein	
O13328	Adenylate cyclase	
P54267	Chitin synthase G (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase G) (Class-III chitin synthase G)	
Q6EES5	HopL	
P24813	AP-1-like transcription activator YAP2 (Cadmium resistance protein 1) (Transcription factor CAD1)	
Q4PCG9	Uncharacterized protein	
I1RI73	Uncharacterized protein	
Q4P862	Uncharacterized protein	
G4NAI7	Uncharacterized protein	
G4N0Z0	Mitogen-activated protein kinase (EC 2.7.11.24)	
G4NGP0	Uncharacterized protein	
B2SRF9	Putative sulfotransferase required for AvrXa21 activity ST (RaxST)	
Q6X269	B-type cyclin 2	
Q875H9	Guanine nucleotide exchange factor Cdc24	
B1GVX7	Polyketide synthase PKS	
Q884I7	Thiamine biosynthesis lipoprotein, putative	
I1R9J1	Uncharacterized protein	
G4MVY2	Endo-1,4-beta-xylanase (EC 3.2.1.8)	
Q8NJ73	Endo-1,4-beta-xylanase 6 (Xylanase 6) (EC 3.2.1.8) (1,4-beta-D-xylan xylanohydrolase 6)	
G8AA67	Pectate lyase	
I6YDU0	Cyp51A	
Q4PBP0	Uncharacterized protein	
G4XVC1	Chitin synthase 6	
P87248	Serine/threonine-protein kinase ATG1 (EC 2.7.11.1) (Autophagy-related protein 1) (Colletotrichum lindemuthianum kinase 1)	
Q8J1Y3	Chitinase (EC 3.2.1.14)	
G4MRY7	Uncharacterized protein	
Q9S108	Orf60 protein	
I1S1X8	Protein arginine N-methyltransferase	
Q8TG24	Sulfate adenylyltransferase (EC 2.7.7.4) (ATP-sulfurylase) (Sulfate adenylate transferase) (SAT)	
Q75T35	Adenylate cyclase	
A4ULI6	Eburicol 14 alpha-demethylase (Fragment)	
Q945U0	Glucanase inhibitor protein 1	
Q9UQZ1	MAP kinase kinase	
Q7Z7T9	Beta-tubulin (Fragment)	
Q4WJ81	C2H2 transcription factor Crz1, putative	
Q2FFX4	Proline dehydrogenase (EC 1.5.99.8)	
Q8Z6N3	Putative type III secretion protein	
O42773	Serine/threonine-protein phosphatase 2B catalytic subunit A1 (EC 3.1.3.16) (Calcineurin A1)	
Q9I3S1	Biofilm dispersion protein BdlA (Chemotaxis regulator BdlA)	
G0X7N7	Uncharacterized protein	
Q87WF8	Type III effector HopO1-3	
W7MQF2	Uncharacterized protein	
Q5ADM9	Dolichyl-phosphate-mannose--protein mannosyltransferase 2 (Protein mannosyltransferase 2) (EC 2.4.1.109)	
Q86ZP4	Acyl CoA ligase-like protein	
Q9JP38	Uncharacterized protein	
G9DDS6	Mitogen-activated protein kinase (EC 2.7.11.24)	
O53735	Putative membrane protein mmpL4	
Q9C410	Nrg1	
Q6RXX2	Chimeric spermidine synthase/saccharopine dehydrogenase	
Q5AC02	Potential fungal zinc cluster transcription factor	
P64394	Integration host factor subunit beta (IHF-beta)	
Q2MV49	Avirulence protein AvrP4 (AvrP4)	
J9MAX2	Uncharacterized protein	
Q99174	Cutinase (EC 3.1.1.74) (Cutin hydrolase)	
Q8CZ89	UPF0297 protein spr0175	
Q5EKM7	Mitogen-activated protein kinase	
Q2FK80	Acetylglutamate kinase (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (AGK)	
I1RFR2	Uncharacterized protein	
F4MD99	Plasmid stability protein StbA	
Q6WP49	CND5p	
G4MQZ2	Mitochondrial phosphate carrier protein	
Q96UQ6	Putative alpha-1,3-glucan synthase	
C4XXN5	Putative uncharacterized protein	
Q09RL3	Iron regulator 1	
Q9UVW7	N-acetyl-glucosamine-6-phosphate deacetylase	
I1RP88	Serine/threonine-protein kinase gad8 (Uncharacterized protein)	
Q873Y1	Mitogen-activated protein kinase (EC 2.7.11.24)	
Q4PCH0	Uncharacterized protein	
Q66WP9	Two-component histidine kinase	
D7HVM9	Chemotaxis protein methyltransferase CheR (EC 2.1.1.80)	
Q8J2P6	Ras homolog enriched in brain	
D7HUT1	Transcriptional regulator, GntR family	
I1S215	Uncharacterized protein	
Q8H6Z6	Crinkling and necrosis-inducing protein CRN1	
Q4ZX82	Effector protein hopM1 (Hrp outer protein M1) (Type III effector hopPtoM)	
A6S644	Deleted.	
Q6FUI3	Strain CBS138 chromosome F complete sequence	
I1RZ37	Uncharacterized protein	
Q9C0N5	N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25) (GlcNAc 6-P deacetylase)	
Q09MP5	Nonribosomal peptide synthetase	
Q9UWF0	Calmodulin (CaM)	
G4MQR5	Uncharacterized protein	
G4MQ91	Uncharacterized protein	
Q6DQW3	Polyketide synthase	
Q8NK86	Heterotrimeric G-protein beta subunit	
Q00523	CAP59	
G0X7S7	Uncharacterized protein (Fragment)	
Q4HYC1	EKC/KEOPS complex subunit BUD32 (EC 3.6.-.-) (Atypical serine/threonine protein kinase BUD32) (EC 2.7.11.1)	
Q8J129	Protein kinase A catalytic subunit 1	
I1S2N6	Uncharacterized protein	
Q9C0M1	CaNAG5 protein	
Q6TFC7	LaeA	
G4MWY5	CAMK/CAMKL/KIN4 protein kinase	
D3FN03	ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20)	
P87198	Kinesin-like protein	
Q52389	Putative uncharacterized protein	
Q8XVQ5	Probable harpin protein with pectate lyase domain	
G4NBN8	Beta-xylanase (EC 3.2.1.8)	
A3KLI8	Ku70 protein	
Q52537	AvrPmaA1 protein	
P65882	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	
D4I307	Acetylornithine/succinyldiaminopimelate aminotransferase (ACOAT) (DapATase) (Succinyldiaminopimelate transferase) (EC 2.6.1.11) (EC 2.6.1.17)	
Q8Z6M0	Putative pathogenicity island effector protein	
Q4P245	Uncharacterized protein	
G4XKY8	Velvet-like protein	
I1RJM8	Uncharacterized protein	
Q8Z489	Secretory protein (Associated with virulence) (Virulence-associated secretory protein)	
G4NGW7	Uncharacterized protein	
I1RC71	Peroxisomal targeting signal receptor (Uncharacterized protein)	
Q59RW5	N-acetylglucosamine kinase	
G4MNG8	CAAX prenyl protease 1	
I1RWQ2	Casein kinase I isoform epsilon (Uncharacterized protein)	
I1RN31	Negative regulator of the PHO system (Uncharacterized protein)	
P0CT49	Endo-1,4-beta-xylanase 1 (Xylanase 1) (EC 3.2.1.8) (1,4-beta-D-xylan xylanohydrolase 1) (Xylanase 22)	
Q00368	CAP20	
Q97S31	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14) (Cobalamin-independent methionine synthase) (Methionine synthase, vitamin-B12 independent isozyme)	
Q87ZU3	Alkaline proteinase inhibitor	
Q92210	Phosphoribosylaminoimidazole carboxylase (EC 4.1.1.21) (AIR carboxylase) (AIRC)	
G3C9T8	RxLR effector candidate (Fragment)	
Q9HWA4	Two-component response regulator, PprB	
G4N3L5	Transcription factor steA	
G4MZS7	Uncharacterized protein	
Q9FD00	HrpX	
Q96VA7	Guanine nucleotide-binding protein alpha subunit (Fragment)	
I1S104	Uncharacterized protein	
Q46654	Levansucrase (EC 2.4.1.10) (Beta-D-fructofuranosyl transferase) (Sucrose 6-fructosyl transferase)	
Q2P7T7	Sensor histidine kinase	
I1RKK5	Uncharacterized protein	
I1RWW4	Uncharacterized protein	
Q7LJU0	UDP-xylose synthase	
Q4P9D3	Uncharacterized protein	
Q9Y7G8	Cutinase (EC 3.1.1.74) (Cutin hydrolase)	
Q87WF7	Type III effector HopT1-2	
G4NAT9	Uncharacterized protein	
J9VV14	Cyclin	
I1S1U7	Uncharacterized protein	
Q5J4D6	Malate synthase (EC 2.3.3.9)	
Q51UJ9	Autophagy-related protein 11	
G4NII5	Potassium ion channel Yvc1	
B0BER8	p67 phox homologue	
J9N0G7	Uncharacterized protein	
G4N4J5	Linoleate diol synthase	
B2SRG0	Putative membrane fusion protein/putative ABC transporter protein required for AvrXa21 activity A (RaxA)	
