Record ID	PHI_MolConn_ID	IdentifierTypeOfProteinID	ProteinID	IdentifierTypeOfGeneLocusID	GeneLocusID	Genomic sequence providing strain	Gene_name	Genome location	Specific modification/s to the targeted protein or promoter	Accession ID for the modified genetic element  	Known interacting protein(s) in the pathogen	Interacting protein - locus ID 	Multiple_mutation	Pathogen_NCBI_species_Taxonomy ID	Pathogen_species	Pathogen_NCBI_strain_Taxonomy_ID	Experimental_strain	Disease_name	Host_descripton	Host_NCBI_Taxonomy_ID	Experimental_host_species	Host_strain_genotype_or cultivar_taxonomy_ID_NCBI	HostGenotype_definedGene of interest	HostGenotype_definedGene of interest _AccessionID	tissue_type	Function	GO_annotation	Database	Pathway_secretion_systems	Phenotype_of_mutant	Mating_defect_prior_to_penetration	Pre_penetration_defect	Penetration_defect	Post_penetration_defect	Disease_development_macroscopically_visible	Vegetative_spores	Sexual_spores	In_vitro_growth	Spore_germination	Inducer	ChemicalAccession (Chebi/CAS)	Tested Host_target	TestedHostTarget_AccessionID	Interaction phenotype	Host_response	Experimental_evidence	Transient Assay Experimental Evidence	Species_Expert	Entered_by	Literature_ID	Literature_source	DOI	Comments
Record 3578	PHI:2718	Uniprot	Q6RKD2	Genbank	AAS46025	PXO99	pthXo1	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	Sadu-cho			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3579	PHI:2719	Uniprot	G1FM79	Genbank	AEK86668	BAI3	talC	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	Sadu-cho			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3580	PHI:2720	Uniprot	G7T9N6	Genbank	AEQ94695	BLS256	tal1c	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	Sadu-cho			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3581	PHI:2721	Uniprot	G7TK09	Genbank	AEQ95751	BLS256	tal2a	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	Sadu-cho			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3582	PHI:2722	Uniprot	G7TJZ8	Genbank	AEQ95741	BLS256	tal2g	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	Sadu-cho			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3583	PHI:2717	Uniprot	Q9FDG1	Genbank	AF275317_1	PXO86	avrXa7	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	Minghui 63			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3584	PHI:2718	Uniprot	Q6RKD2	Genbank	AAS46025	PXO99	pthXo1	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	Minghui 63			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3585	PHI:2719	Uniprot	G1FM79	Genbank	AEK86668	BAI3	talC	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	Minghui 63			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3586	PHI:2720	Uniprot	G7T9N6	Genbank	AEQ94695	BLS256	tal1c	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	Minghui 63			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3587	PHI:2721	Uniprot	G7TK09	Genbank	AEQ95751	BLS256	tal2a	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	Minghui 63			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3588	PHI:2722	Uniprot	G7TJZ8	Genbank	AEQ95741	BLS256	tal2g	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	Minghui 63			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3589	PHI:2717	Uniprot	Q9FDG1	Genbank	AF275317_1	PXO86	avrXa7	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	SHZ2			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3590	PHI:2718	Uniprot	Q6RKD2	Genbank	AAS46025	PXO99	pthXo1	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	SHZ2			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3591	PHI:2719	Uniprot	G1FM79	Genbank	AEK86668	BAI3	talC	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	SHZ2			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3592	PHI:2720	Uniprot	G7T9N6	Genbank	AEQ94695	BLS256	tal1c	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	SHZ2			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3593	PHI:2721	Uniprot	G7TK09	Genbank	AEQ95751	BLS256	tal2a	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	SHZ2			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3594	PHI:2722	Uniprot	G7TJZ8	Genbank	AEQ95741	BLS256	tal2g	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	SHZ2			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3595	PHI:2717	Uniprot	Q9FDG1	Genbank	AF275317_1	PXO86	avrXa7	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	IR64-21			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3596	PHI:2718	Uniprot	Q6RKD2	Genbank	AAS46025	PXO99	pthXo1	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	IR64-21			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3597	PHI:2719	Uniprot	G1FM79	Genbank	AEK86668	BAI3	talC	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	IR64-21			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3598	PHI:2720	Uniprot	G7T9N6	Genbank	AEQ94695	BLS256	tal1c	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	IR64-21			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3599	PHI:2721	Uniprot	G7TK09	Genbank	AEQ95751	BLS256	tal2a	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	IR64-21			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3600	PHI:2722	Uniprot	G7TJZ8	Genbank	AEQ95741	BLS256	tal2g	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	IR64-21			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3601	PHI:2717	Uniprot	Q9FDG1	Genbank	AF275317_1	PXO86	avrXa7	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	Swarna			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3602	PHI:2718	Uniprot	Q6RKD2	Genbank	AAS46025	PXO99	pthXo1	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	Swarna			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3603	PHI:2719	Uniprot	G1FM79	Genbank	AEK86668	BAI3	talC	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	Swarna			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3604	PHI:2720	Uniprot	G7T9N6	Genbank	AEQ94695	BLS256	tal1c	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	Swarna			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3605	PHI:2721	Uniprot	G7TK09	Genbank	AEQ95751	BLS256	tal2a	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	Swarna			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3606	PHI:2722	Uniprot	G7TJZ8	Genbank	AEQ95741	BLS256	tal2g	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	Swarna			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3607	PHI:2717	Uniprot	Q9FDG1	Genbank	AF275317_1	PXO86	avrXa7	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	Pokkali			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3608	PHI:2718	Uniprot	Q6RKD2	Genbank	AAS46025	PXO99	pthXo1	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	Pokkali			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3609	PHI:2719	Uniprot	G1FM79	Genbank	AEK86668	BAI3	talC	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	Pokkali			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3610	PHI:2720	Uniprot	G7T9N6	Genbank	AEQ94695	BLS256	tal1c	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	Pokkali			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3611	PHI:2721	Uniprot	G7TK09	Genbank	AEQ95751	BLS256	tal2a	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	Pokkali			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3612	PHI:2722	Uniprot	G7TJZ8	Genbank	AEQ95741	BLS256	tal2g	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	Pokkali			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3613	PHI:2717	Uniprot	Q9FDG1	Genbank	AF275317_1	PXO86	avrXa7	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	Aswina			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3614	PHI:2718	Uniprot	Q6RKD2	Genbank	AAS46025	PXO99	pthXo1	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	Aswina			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3615	PHI:2719	Uniprot	G1FM79	Genbank	AEK86668	BAI3	talC	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	Aswina			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3616	PHI:2720	Uniprot	G7T9N6	Genbank	AEQ94695	BLS256	tal1c	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	Aswina			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3617	PHI:2721	Uniprot	G7TK09	Genbank	AEQ95751	BLS256	tal2a	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	Aswina			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3618	PHI:2722	Uniprot	G7TJZ8	Genbank	AEQ95741	BLS256	tal2g	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	Aswina			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3619	PHI:2717	Uniprot	Q9FDG1	Genbank	AF275317_1	PXO86	avrXa7	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	Zhenshan 97B			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3620	PHI:2718	Uniprot	Q6RKD2	Genbank	AAS46025	PXO99	pthXo1	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	Zhenshan 97B			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3621	PHI:2719	Uniprot	G1FM79	Genbank	AEK86668	BAI3	talC	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	Zhenshan 97B			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3622	PHI:2720	Uniprot	G7T9N6	Genbank	AEQ94695	BLS256	tal1c	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	Zhenshan 97B			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3623	PHI:2721	Uniprot	G7TK09	Genbank	AEQ95751	BLS256	tal2a	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	Zhenshan 97B			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3624	PHI:2722	Uniprot	G7TJZ8	Genbank	AEQ95741	BLS256	tal2g	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	Zhenshan 97B			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3625	PHI:2717	Uniprot	Q9FDG1	Genbank	AF275317_1	PXO86	avrXa7	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	N 22			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3626	PHI:2718	Uniprot	Q6RKD2	Genbank	AAS46025	PXO99	pthXo1	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	N 22			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3627	PHI:2719	Uniprot	G1FM79	Genbank	AEK86668	BAI3	talC	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	N 22			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
Record 3628	PHI:2720	Uniprot	G7T9N6	Genbank	AEQ94695	BLS256	tal1c	no data found					no	129394	Xanthomonas oryzae  pv. Oryzicola	383407	BLS256	Bacterial leaf streak	Eudicot	4530	Rice	N 22			leaves	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host: transient expression		na	RP	23078195	Pubmed	10.1111/j.1469-8137.2012.04367.x	no comments
