Record ID	PHI_MolConn_ID	IdentifierTypeOfProteinID	ProteinID	IdentifierTypeOfGeneLocusID	GeneLocusID	Genomic sequence providing strain	Gene_name	Genome location	Specific modification/s to the targeted protein or promoter	Accession ID for the modified genetic element	Known interacting protein(s) in the pathogen	Interacting protein - locus ID	Multiple_mutation	Pathogen_NCBI_species_Taxonomy ID	Pathogen_species	Pathogen_NCBI_strain_Taxonomy_ID	Experimental_strain	Disease_name	Host_descripton	Host_NCBI_Taxonomy_ID	Experimental_host_species	Host_strain_genotype_or cultivar_taxonomy_ID_NCBI	HostGenotype_definedGene of interest	HostGenotype_definedGene of interest _AccessionID	tissue_type	Function	GO_annotation	Database	Pathway_secretion_systems	Phenotype_of_mutant	Mating_defect_prior_to_penetration	Pre_penetration_defect	Penetration_defect	Post_penetration_defect	Disease_development_macroscopically_visible	Vegetative_spores	Sexual_spores	In_vitro_growth	Spore_germination	Inducer	ChemicalAccession (Chebi/CAS)	Tested Host_target	TestedHostTarget_AccessionID	Interaction phenotype	Host_response	Experimental_evidence	Transient Assay Experimental Evidence	Species_Expert	Entered_by	Literature_ID	Literature_source	DOI	Comments
Record 889	PHI:762	Uniprot	O42718	EMBL	AAU10320	88069	INF2A						no	4787	Phytophthora infestans		88069	Late blight	Eudicots	73574	Solanum microdontum (no common name found)					Effector protein				effector (plant avirulence determinant)	no data found	no data found	no data found	no data found											necrosis	functional test in host: transient expression			KHK	1464-6722	WoS		
Record 890	PHI:764	Uniprot	O42719	EMBL	AAB94815	88069	INF2B						no	4787	Phytophthora infestans		88069	Late blight	Eudicots	856898	Solanum huancabambense (no common name found)					Effector protein				effector (plant avirulence determinant)	no data found	no data found	no data found	no data found											necrosis	functional test in host: transient expression			KHK	1464-6722	WoS		
Record 891	PHI:764	Uniprot	O42719	EMBL	AAB94815	88069	INF2B						no	4787	Phytophthora infestans		88069	Late blight	Eudicots	73574	Solanum microdontum (no common name found)					Effector protein				effector (plant avirulence determinant)	no data found	no data found	no data found	no data found											necrosis	functional test in host: transient expression			KHK	1464-6722	WoS		
Record 892	PHI:768	Uniprot	Q51MW4	EMBL	EHA48293	Guy11	ATG8						no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocots	4530	Oryza sativa (related: Rice)									loss of pathogenicity	no data found	Yes	no data found	no data found		Defective										gene deletion; gene complementation			KHK	16645096	PubMed		Atg8 mutant effective in autophagic cell death
Record 893	PHI:769	Uniprot	Q96VL0	EMBL	CAC50073 	T5	CPSOD1						no	5111	Claviceps purpurea	5111	20.1	Ergot	Monocots	4550	Secale cereale (related: Rye)					superoxide dismutase 				unaffected pathogenicity	no data found	no data found	no data found	no data found												gene disruption			MU; AC	20569304	PubMed	10.1046/j.1464-6722.2001.00088.x	
Record 894	PHI:770	Uniprot	Q00580	EMBL	AAA67706	EP155	CPG2						no	5116	Cryphonectria parasitica	660469	EP155	Chesnut blight	Eudicots	134033	Castanea dentata (related: American chestnut)					G alpha protein subunit	GO:0009405, IMP	GO		unaffected pathogenicity	no data found	no data found	no data found	no data found												gene disruption			KHK	11038529	PubMed		
Record 895	PHI:772	Uniprot	G4MSX7	Broad	MGG_01481	70-15	MGG_01481						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)									loss of pathogenicity	no data found	no data found	no data found	no data found												gene disruption; gene deletion			KHK	17353894	PubMed	10.1038/ng2002	
Record 896	PHI:773	Uniprot	G4MRZ0	Broad	MGG_11899	70-15	MGG_11899						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)									reduced virulence	no data found	no data found	no data found	no data found												gene disruption; gene deletion			KHK	17353894	PubMed	10.1038/ng2002	
Record 897	PHI:774	Uniprot	G4MQ72	Broad	MGG_09250	70-15	MGG_09250						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)									loss of pathogenicity	no data found	no data found	no data found	no data found												gene disruption; gene deletion			KHK	17353894	PubMed	10.1038/ng2002	
Record 898	PHI:775	Uniprot	O42622	Broad	MGG_09471	70-15	MGG_09471						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)									reduced virulence	no data found	no data found	no data found	no data found												gene disruption; gene deletion			KHK	17353894	PubMed	10.1038/ng2002	
Record 899	PHI:776	Uniprot	G4NF05	Broad	MGG_00692	70-15	MGG_00692						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)									reduced virulence	no data found	no data found	no data found	no data found												gene disruption; gene deletion			KHK	17353894	PubMed	10.1038/ng2002	
Record 900	PHI:777	Uniprot	G4NDR3	Broad	MGG_00883	70-15	MGG_00883						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)									loss of pathogenicity	no data found	no data found	no data found	no data found												gene disruption; gene deletion			KHK	17353894	PubMed	10.1038/ng2002	
Record 901	PHI:778	no data found	no data found	Broad	MGG_04138	70-15	MGG_04138						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)									reduced virulence	no data found	no data found	no data found	no data found												gene disruption; gene deletion			KHK	17353894	PubMed	10.1038/ng2002	
Record 902	PHI:779	no data found	no data found	Broad	MGG_11107	70-15	MGG_11107						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)									reduced virulence	no data found	no data found	no data found	no data found												gene disruption; gene deletion			KHK	17353894	PubMed	10.1038/ng2002	
Record 903	PHI:780	Uniprot	G5EH19	Broad	MGG_02731	70-15	MGG_02731						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)									loss of pathogenicity	no data found	no data found	no data found	no data found												gene disruption; gene deletion			KHK	17353894	PubMed	10.1038/ng2002	
Record 904	PHI:781	no data found	no data found	Broad	MGG_00131	70-15	MGG_00131						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)									reduced virulence	no data found	no data found	no data found	no data found												gene disruption; gene deletion			KHK	17353894	PubMed	10.1038/ng2002	
Record 905	PHI:782	no data found	no data found	Broad	MGG_02423	70-15	MGG_02423						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)									loss of pathogenicity	no data found	no data found	no data found	no data found												gene disruption; gene deletion			KHK	17353894	PubMed	10.1038/ng2002	
Record 906	PHI:783	Uniprot	G4NIP2	Broad	MGG_04163	70-15	MGG_04163						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)									reduced virulence	no data found	no data found	no data found	no data found												gene disruption; gene deletion			KHK	17353894	PubMed	10.1038/ng2002	
Record 907	PHI:784	Uniprot	G4NES9	Broad	MGG_00056	70-15	MGG_00056						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)									reduced virulence	no data found	no data found	no data found	no data found												gene disruption; gene deletion			KHK	17353894	PubMed	10.1038/ng2002	
Record 908	PHI:785	Uniprot	G4NIS9	Broad	MGG_04128	70-15	MGG_04128						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)					Hypothetical protein				reduced virulence	no data found	Yes	no data found	no data found												gene disruption			KHK	17353894	PubMed	10.1038/ng2002	
Record 909	PHI:786	Uniprot	G4MSS9	Broad	MGG_04538	70-15	MGG_04538						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)					Hypothetical protein				reduced virulence	no data found	Yes	no data found	no data found												gene disruption			KHK	17353894	PubMed	10.1038/ng2002	
Record 910	PHI:787	Uniprot	G5EH19	Broad	MGG_02731	70-15	MGG_02731						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)					Hypothetical protein				reduced virulence	no data found	Yes	no data found	no data found												gene disruption			KHK	17353894	PubMed	10.1038/ng2002	
Record 911	PHI:788	no data found	no data found	Broad	MGG_11742	70-15	MGG_11742						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)					Predicted protein 				reduced virulence	no data found	Yes	no data found	no data found												gene disruption			KHK	17353894	PubMed	10.1038/ng2002	
Record 912	PHI:789	Uniprot	G4NIU3	Broad	MGG_04116	70-15	MGG_04116						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)					Hypothetical protein				reduced virulence	no data found	Yes	no data found	no data found												gene disruption			KHK	17353894	PubMed	10.1038/ng2002	
Record 913	PHI:790	Uniprot	G4MUI1	Broad	MGG_07259	70-15	MGG_07259						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)					Hypothetical protein				reduced virulence	no data found	Yes	no data found	no data found												gene disruption			KHK	17353894	PubMed	10.1038/ng2002	
Record 914	PHI:791	Uniprot	G4MRZ0	Broad	MGG_11899	70-15	MGG_11899						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)					Hypothetical protein				reduced virulence	no data found	Yes	no data found	no data found												gene disruption			KHK	17353894	PubMed	10.1038/ng2002	
Record 915	PHI:792	Uniprot	G4MQ72	Broad	MGG_09250	70-15	MGG_09250						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)					Hypothetical protein				reduced virulence	no data found	Yes	no data found	no data found												gene disruption			KHK	17353894	PubMed	10.1038/ng2002	
Record 916	PHI:793	Uniprot	G4MKW8	Broad	MGG_13024	70-15	MGG_13024						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)					Hypothetical protein				reduced virulence	no data found	Yes	no data found	no data found												gene disruption			KHK	17353894	PubMed	10.1038/ng2002	
Record 917	PHI:794	Uniprot	O42622	Broad	MGG_09471	70-15	MGG_09471						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)					neutral trehalase				reduced virulence	no data found	Yes	no data found	no data found												gene disruption			KHK	17353894	PubMed	10.1038/ng2002	
Record 918	PHI:795	Uniprot	G4N8B1	Broad	MGG_03451	70-15	MGG_03451						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)					Hypothetical protein				reduced virulence	no data found	Yes	no data found	no data found												gene disruption			KHK	17353894	PubMed	10.1038/ng2002	
Record 919	PHI:796	no data found	no data found	Broad	MGG_02423	70-15	MGG_02423						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)					HDEL sequence binding protein, putative				reduced virulence	no data found	Yes	no data found	no data found												gene disruption			KHK	17353894	PubMed	10.1038/ng2002	
Record 920	PHI:797	Uniprot	G4MSX7	Broad	MGG_01481	70-15	MGG_01481						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)					Hypothetical protein				reduced virulence	no data found	Yes	no data found	no data found												gene disruption			KHK	17353894	PubMed	10.1038/ng2002	
Record 921	PHI:798	Uniprot	G4NHW9	Broad	MGG_12026	70-15	MGG_12026						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)					Predicted protein 				reduced virulence	no data found	Yes	no data found	no data found												gene disruption			KHK	17353894	PubMed	10.1038/ng2002	
Record 922	PHI:799	Uniprot	G4N7R4	Broad	MGG_03530	70-15	MGG_03530						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)					Hypothetical protein				reduced virulence	no data found	Yes	no data found	no data found												gene disruption			KHK	17353894	PubMed	10.1038/ng2002	
Record 923	PHI:800	Uniprot	G4MZS7	Broad	MGG_13324	70-15	MGG_13324						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)					Hypothetical protein				reduced virulence	no data found	Yes	no data found	no data found												gene disruption			KHK	17353894	PubMed	10.1038/ng2002	
Record 924	PHI:801	Uniprot	G4MRQ6	Broad	MGG_04621	70-15	MGG_04621						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)					Hypothetical protein				reduced virulence	no data found	Yes	no data found	no data found												gene disruption			KHK	17353894	PubMed	10.1038/ng2002	
Record 925	PHI:802	Uniprot	G4NF05	Broad	MGG_00692	70-15	MGG_00692						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)					Hypothetical protein				reduced virulence	no data found	Yes	no data found	no data found												gene disruption			KHK	17353894	PubMed	10.1038/ng2002	
Record 926	PHI:803	Uniprot	G4MRP7	Broad	MGG_04629	70-15	MGG_04629						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)					Hypothetical protein				reduced virulence	no data found	Yes	no data found	no data found												gene disruption			KHK	17353894	PubMed	10.1038/ng2002	
Record 927	PHI:804	Uniprot	G4ML19	Broad	MGG_08628	70-15	MGG_08628						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)					Hypothetical protein				reduced virulence	no data found	Yes	no data found	no data found												gene disruption			KHK	17353894	PubMed	10.1038/ng2002	
Record 928	PHI:805	Uniprot	G4NEF1	Broad	MGG_00124	70-15	MGG_00124						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)					Hypothetical protein				reduced virulence	no data found	Yes	no data found	no data found												gene disruption			KHK	17353894	PubMed	10.1038/ng2002	
Record 929	PHI:806	Uniprot	G4NIR9	Broad	MGG_04137	70-15	MGG_04137						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)					Hypothetical protein				reduced virulence	no data found	Yes	no data found	no data found												gene disruption			KHK	17353894	PubMed	10.1038/ng2002	
Record 930	PHI:807	Uniprot	G4MNG8	Broad	MGG_06951	70-15	MGG_06951						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)					Hypothetical protein				reduced virulence	no data found	Yes	no data found	no data found												gene disruption			KHK	17353894	PubMed	10.1038/ng2002	
Record 931	PHI:808	Uniprot	G5EH19	Broad	MGG_02731	70-15	MGG_02731						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)					Hypothetical protein				reduced virulence	no data found	no data found	no data found	no data found												gene disruption			KHK	17353894	PubMed	10.1038/ng2002	
Record 932	PHI:809	no data found	no data found	Broad	MGG_12373	70-15	MGG_12373						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)					Hypothetical protein				reduced virulence	no data found	Yes	no data found	no data found												gene disruption			KHK	17353894	PubMed	10.1038/ng2002	
Record 933	PHI:810	Uniprot	G4MRI4	Broad	MGG_02436	70-15	MGG_02436						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)					Hypothetical protein				reduced virulence	no data found	Yes	no data found	no data found												gene disruption			KHK	17353894	PubMed	10.1038/ng2002	
Record 934	PHI:811	Uniprot	G4MS40	Broad	MGG_10510	70-15	MGG_10510						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)					Hypothetical protein				reduced virulence	no data found	Yes	no data found	no data found												gene disruption			KHK	17353894	PubMed	10.1038/ng2002	
Record 935	PHI:812	Uniprot	G4NIB5	Broad	MGG_10702	70-15	MGG_10702						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)					Hypothetical protein				reduced virulence	no data found	Yes	no data found	no data found												gene disruption			KHK	17353894	PubMed	10.1038/ng2002	
Record 936	PHI:813	no data found	no data found	Broad	MGG_11388	70-15	MGG_11388						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)					Predicted protein 				reduced virulence	no data found	Yes	no data found	no data found												gene disruption			KHK	17353894	PubMed	10.1038/ng2002	
Record 937	PHI:814	no data found	no data found	Broad	MGG_13696	70-15	MGG_13696						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)					Predicted protein 				reduced virulence	no data found	Yes	no data found	no data found												gene disruption			KHK	17353894	PubMed	10.1038/ng2002	
Record 938	PHI:815	Uniprot	G4MRB0	Broad	MGG_04685	70-15	MGG_04685						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)					Hypothetical protein				reduced virulence	no data found	Yes	no data found	no data found												gene disruption			KHK	17353894	PubMed	10.1038/ng2002	
Record 939	PHI:816	Uniprot	G4MRS8	Broad	MGG_04582	70-15	MGG_04582						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)					Hypothetical protein				reduced virulence	no data found	no data found	no data found	no data found												gene disruption			KHK	17353894	PubMed	10.1038/ng2002	
Record 940	PHI:817	no data found	no data found	Broad	MGG_12252	70-15	MGG_12252						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)					Hypothetical protein				reduced virulence	no data found	no data found	no data found	no data found												gene disruption			KHK	17353894	PubMed	10.1038/ng2002	
Record 941	PHI:818	no data found	no data found	Broad	MGG_11504	70-15	MGG_11504						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)					Predicted protein 				reduced virulence	no data found	no data found	no data found	no data found												gene disruption			KHK	17353894	PubMed	10.1038/ng2002	
Record 942	PHI:819	Uniprot	G4MZS1	Broad	MGG_07061	70-15	MGG_07061						no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocots	4530	Oryza sativa (related: Rice)					Hypothetical protein				reduced virulence	no data found	no data found	no data found	no data found												gene disruption			KHK	17353894	PubMed	10.1038/ng2002	
Record 943	PHI:820	Uniprot	P41388	EMBL	AAA34230	WC	beta-tubulin						no	5025	Venturia inaequalis	5025	WC	Apple scab	No host tests done	No host tests done	No host tests done					beta-tubulin	GO:0005874 	GO		chemistry target: resistance to chemical 	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found		anti-infective: benomyl: CAS: 17804-35-2; anti-infective: diethofencarb: CAS: 87130-20-9 					sequence analysis of sensitive and resistant strains		HJC	MU; AC		Not in PubMed	10.1094/Phyto-82-1348	 Resistant to chemical benomyl; sensitive to chemical  diethofencarb
Record 944	PHI:821	Uniprot	Q7Z7T9	EMBL	AAP40265	MS9	tub2						no	38448	Monilinia fructicola	38448	MS9	Brown rot of stone fruit	No host tests done	No host tests done	No host tests done					beta-tubulin	GO:0005874 	GO		chemistry target: resistance to chemical 	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found		anti-infective: benomyl: CAS: 17804-35-2; anti-infective: thiophanate-methyl: CAS: 23564-05-8					sequence analysis of sensitive and resistant strains			MU; AC	14660360	PubMed	10.1128/AEM.69.12.7145-7152.2003	
Record 945	PHI:822	Uniprot	O42772	EMBL	AAB97419	UK field isolate	Ip						no	1047171	Zymoseptoria triticii (related: Mycosphaerella graminicola)	54734	UK field isolate	Septoria leaf blotch	Monocots	4564	Triticum (related: Wheat)					succinate dehydrogenase subunit	GO:0006066; GO:0006118; GO:0000104	GO		chemistry target: resistance to chemical 	no data found	no data found	no data found	no data found							anti-infective: carboxin: CAS: 5234-68-4					mutation: characterised; complementation		HJC	MU; AC	9871122	PubMed		
Record 946	PHI:823	Uniprot	P53376	EMBL	CAA56936	765.03.01	beta-tubulin						no	38038	Rhynchosporium secalis	38038	1130	Leaf blotch of barley	Monocots	112509	Hordeum vulgare subsp. vulgare (related: Domesticated barley)					beta-tubulin	GO:0005874 	GO		chemistry target: resistance to chemical 	no data found	no data found	no data found	no data found							anti-infective: diethofencarb: CAS: 87130-20-9; anti-infective: carbendazim: CAS: 10605-21-7					biochemical analysis; mutation: characterised		HJC	MU; AC	9736529	PubMed		 E198G Resistant to chemical carbendazim; sensitive to chemical  diethofencarb
Record 947	PHI:824	Uniprot	Q75WC5	EMBL	BAC98434	Pg-10	GyrA						no	337	Burkholderia glumae		Pg-10	Bacterial grain rot	Monocots	4530	Oryza sativa (related: Rice)					DNA gyrase (bacterial topoisomerase II)				chemistry target: sensitivity to chemical	no data found	no data found	no data found	no data found							anti-infective: oxolinic acid: CAS: 14698-29-4					sequence analysis of sensitive and resistant strains		HJC	TKB; AC	15345450; 17194844	PubMed	10.1128/AEM.70.9.5613-5620.2004; 10.1128/AEM.02400-06	First paper: resistant to chemical; second paper: resistant to chemical and reduced fitness in planta 
Record 948	PHI:825	Uniprot	Q4JEX9	EMBL	AAQ18216	NFI5146	SE						no	5551	Trichophyton rubrum	5551	NFI 5146, NFI 5150	Dermatophytosis	Primates	9606	Homo sapiens (related: Human)					Squalene epoxidase			Sterol biosynthesis	chemistry target: resistance to chemical 	no data found	no data found	no data found	no data found							anti-infective: terbinafine: CAS: 91161-71-6					mutation: characterised		HJC	AB; AC	15980358	PubMed	10.1128/AAC.49.7.2840-2844.2005	L393F mutation resistance to terbinafine
Record 949	PHI:826	Uniprot	Q1AMT8	EMBL	AAZ08563	NFI5166	SE						no	5551	Trichophyton rubrum	5551	NFI 5166	Dermatophytosis	Primates	9606	Homo sapiens (related: Human)					Squalene epoxidase			Sterol biosynthesis	chemistry target: resistance to chemical 	no data found	no data found	no data found	no data found							anti-infective: terbinafine: CAS: 91161-71-6; anti-infective: naftifine: CAS: 65472-88-0 					mutation: characterised		HJC	AB; AC	16723593	PubMed	10.1128/AAC.01600-05	F397L mutation resistance to terbinafine and naftifine and other SE inhibitors
Record 950	PHI:828	Uniprot	Q6QNB5	EMBL	AAS60234	no data found	ERG1 (ERGA)						no	746128	Aspergillus fumigatus	no data found	AF293.1	Aspergillosis	No host tests done	No host tests done	No host tests done					Squalene epoxidase			Sterol biosynthesis	chemistry target: resistance to chemical 	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found		anti-infective: terbinafine: CAS: 91161-71-6					altered gene expression / gene regulation: overexpression		HJC	AB; AC	15215099	PubMed	10.1128/AAC.48.7.2490-2496.2004	Extra copies of gene introduced conferring terbinafine resistance
Record 951	PHI:829	Uniprot	Q6QNB5	EMBL	AAS60234	no data found	ERG1 (ERGA)						no	746128	Aspergillus fumigatus	no data found	ATCC 13073	Aspergillosis	No host tests done	No host tests done	No host tests done					Squalene epoxidase			Sterol biosynthesis	chemistry target: resistance to chemical 	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found		anti-infective: terbinafine: CAS: 91161-71-6					mutation: characterised		HJC	AB; AC	16801438	PubMed	10.1128/AAC.00187-06	F389L mutation resistance to terbinafine
Record 952	PHI:830	Uniprot	Q27PP1	EMBL	ABD48706	no data found	ERGA						no	162425	Aspergillus nidulans	162425	pabaA1	Aspergillosis	No host tests done	No host tests done	No host tests done					Squalene epoxidase			Sterol biosynthesis	chemistry target: resistance to chemical 	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found		anti-infective: terbinafine: CAS: 91161-71-6					mutation: characterised		HJC	AB; AC	16801438	PubMed	10.1128/AAC.00187-06	F391L mutation resistance to terbinafine
Record 953	PHI:831	Uniprot	P33281	EMBL	CAA80454	no data found	ERG2						no	318829	Magnaporthe oryzae	no data found	From Long Ashton Research Station	Rice blast	No host tests done	No host tests done	No host tests done					Delta8-delta7 sterol isomerase			Sterol biosynthesis	chemistry target: phenotype unknown	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found		anti-infective: tridemorph: CAS: 81412-43-3					complementation		HJC	AB; AC	8082205	PubMed		Complementation of a U. maydis deletion mutant
Record 954	PHI:832	Uniprot	P32360	EMBL	CAA78959	IMI 103761, 521	ERG2						no	5270	Ustilago maydis	no data found	IMI103761	Corn smut	No host tests done	No host tests done	No host tests done					Delta8-delta7 sterol isomerase			Sterol biosynthesis	chemistry target: phenotype unknown	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Slowed	no data found		anti-infective: tridemorph: CAS: 81412-43-3					gene deletion; gene complementation		HJC	AB; AC	8082205	PubMed		Mutant has abnormal branched morphology
Record 955	PHI:835	Uniprot	Q6X9S4	EMBL	AAP81933	ST1/MBC	ubiquinol oxidase						no	1047171	Zymoseptoria triticii (related: Mycosphaerella graminicola)	54734	ST1/MBC	Septoria leaf blotch	Monocots	4564	Triticum (related: Wheat)					complex III cytochrome bc1			mitochondrial respiration	chemistry target: resistance to chemical 	no data found	no data found	no data found	no data found							anti-infective: azoxystrobin: CAS: 131860-33-8					biochemical analysis; mutation: characterised		HJC	KHK; AC	15151285	PubMed		Cross-resistance to trifloxystrobin and kresoxim-methyl  demonstrated
Record 956	PHI:836	Uniprot	Q9B334	EMBL	AAK26622	Fel08	ubiquinol oxidase						no	34373	Blumeria graminis	62688	Fel09	Wheat powdery mildew	Monocots	4564	Triticum (related: Wheat)					complex III cytochrome bc1			mitochondrial respiration	chemistry target: resistance to chemical 	no data found	no data found	no data found	no data found							anti-infective: azoxystrobin: CAS: 131860-33-8					sexual cross, sequencing of resistance conferring allele			KHK; AC	12081463	PubMed	10.1016/S1087-1845(02)00006-3 	Cross-resistance to trifloxystrobin and kresoxim-methyl  demonstrated
Record 957	PHI:837	Uniprot	Q8X215	EMBL	AAL30826	Daf1	os-1 / bos1 / barA						no	40559	Botrytis cinerea	40559	A1	Grey mould	No host tests done	No host tests done	No host tests done					two component histidine kinase			signal perception and transduction - osmosensing	chemistry target: resistance to chemical 	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found		anti-infective: iprodione: CAS: 36734-19-7					mutation: characterised		HJC	KHK; AC	12135574	PubMed	10.1016/S1087-1845(02)00009-9  	
Record 958	PHI:838	Uniprot	A4ULI4	EMBL	ABO93363	K 1562	erg11/cyp51						no	1047171	Zymoseptoria triticii (related: Mycosphaerella graminicola)	54734	K 1562	Septoria leaf blotch	Monocots	4564	Triticum (related: Wheat)					eburicol 14 alpha-demethylase			Sterol biosynthesis	chemistry target: sensitivity to chemical	no data found	no data found	no data found	no data found							anti-infective: cyproconazole: CAS: 94361-06-5					mutation: characterised		HJC	KHK; AC	17511023	PubMed	10.1002/ps.1390	TriS
Record 959	PHI:839	Uniprot	A4ULI5	EMBL	ABO93364	04-HG1	erg11/cyp51						no	1047171	Zymoseptoria triticii (related: Mycosphaerella graminicola)	54734	K 1562	Septoria leaf blotch	Monocots	4564	Triticum (related: Wheat)					eburicol 14 alpha-demethylase			Sterol biosynthesis	chemistry target: resistance to chemical 	no data found	no data found	no data found	no data found							anti-infective: cyproconazole: CAS: 94361-06-5					mutation: characterised		HJC	KHK; AC	17511023	PubMed	10.1002/ps.1390	TriR4
