Record ID	PHI_MolConn_ID	IdentifierTypeOfProteinID	ProteinID	IdentifierTypeOfGeneLocusID	GeneLocusID	Genomic sequence providing strain	Gene_name	Genome location	Specific modification/s to the targeted protein or promoter	Accession ID for the modified genetic element  	Known interacting protein(s) in the pathogen	Interacting protein - locus ID 	Multiple_mutation	Pathogen_NCBI_species_Taxonomy ID	Pathogen_species	Pathogen_NCBI_strain_Taxonomy_ID	Experimental_strain	Disease_name	Host_descripton	Host_NCBI_Taxonomy_ID	Experimental_host_species	Host_strain_genotype_or cultivar_taxonomy_ID_NCBI	HostGenotype_definedGene of interest	HostGenotype_definedGene of interest _AccessionID	tissue_type	Function	GO_annotation	Database	Pathway_secretion_systems	Phenotype_of_mutant	Mating_defect_prior_to_penetration	Pre_penetration_defect	Penetration_defect	Post_penetration_defect	Disease_development_macroscopically_visible	Vegetative_spores	Sexual_spores	In_vitro_growth	Spore_germination	Inducer	ChemicalAccession (Chebi/CAS)	Tested Host_target	TestedHostTarget_AccessionID	Interaction phenotype	Host_response	Experimental_evidence	Transient Assay Experimental Evidence	Species_Expert	Entered_by	Literature_ID	Literature_source	DOI	Comments
Record 2438	PHI:2143	Uniprot	G4MUF4	Genbank	MGG _01662	no data found	Mo VPR	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	CO39			seedlings; leaves	minor extracellular protease-encoding gene	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	reduced; aberrant	no data found	no data found	no data found	no data found			no data found	no data found		na	RP	21383978	Pubmed	10.1371/jo urnal.ppat. 1001302	no comments
Record 2439	PHI:2144	Uniprot	G4NAI7	Genbank	MGG_13654	70-15	MoAAT	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	CO39			seedlings; leaves	4-aminobuty-rate aminotransferase-encoding	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	no data found		na	RP	21383978	Pubmed	10.1371/jo urnal.ppat. 1001302	no comments
Record 2440	PHI:2145	Uniprot	G4MXJ4	Genbank	MGG_01230	70-15	MoSSADH	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	CO39			seedlings; leaves	Succinate-semialdehyde dehydrogenase	no data found	no data found	no data found	Loss of pathogenicity	no data found	no	yes	yes	no data found	reduced	no data found	reduced; aberrant	no data found	H2O2	H2O2: 7722-84-1	no data found			no data found	no data found		na	RP	21383978	Pubmed	10.1371/jo urnal.ppat. 1001302	mutant strains are susceptible to oxidative stress and show reduced growth
Record 2441	PHI:2146			Genbank	MGG_15157	no data found	Mo ACT	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	CO39			seedlings; leaves	encoding acetyltransferase	no data found	no data found	no data found	Loss of pathogenicity	no data found	no	yes	yes	tiny lesions	reduced	no data found	reduced; aberrant	no data found	H2O2	H2O2: 7722-84-1	no data found			no data found	no data found		na	RP	21383978	Pubmed	10.1371/jo urnal.ppat. 1001302	mutant strains are susceptible to oxidative stress and show reduced growth
Record 2442	PHI:2145	Uniprot	G4MXJ4	Genbank	MGG_01230	70-15	MoSSADH	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	112509	Barley	no data found			seedlings; leaves	Succinate-semialdehyde dehydrogenase	no data found	no data found	no data found	Loss of pathogenicity	no data found	no	yes	yes	no data found	reduced	no data found	reduced; aberrant	no data found	H2O2	H2O2: 7722-84-1	no data found			no data found	no data found		na	RP	21383978	Pubmed	10.1371/jo urnal.ppat. 1001302	mutant strains are susceptible to oxidative stress and show reduced growth
Record 2443	PHI:2146			Genbank	MGG_15157	no data found	Mo ACT	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	112509	Barley	no data found			seedlings; leaves	encoding acetyltransferase	no data found	no data found	no data found	Loss of pathogenicity	no data found	no	yes	yes	tiny lesions	reduced	no data found	reduced; aberrant	no data found	H2O2	H2O2: 7722-84-1	no data found			no data found	no data found		na	RP	21383978	Pubmed	10.1371/jo urnal.ppat. 1001302	mutant strains are susceptible to oxidative stress and show reduced growth
Record 2444	PHI:2147	Uniprot	G5EH97	Genbank	EHA46510.1	70-15	Erl1	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	Nipponbare (subsp. japonica)			roots; leaves	GTPase	no data found	no data found	no data found	Reduced virulence	no data found	no	no	yes	same as wild type	wild type	no data found	wild type	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	19958140	Pubmed	10.1094 / MPMI -23-1-0067	no comments
Record 2445	PHI:2148	Uniprot	G4N4J5	EMBL	EHA52010	70-15	7,8-LDS	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	CO39			leaves; roots	Linoleate diol synthases	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no	no	no	no data found	wild type	no data found	wild type	wild type	no data found	no data found	no data found			no data found	Gene deletion; partial		na	RP	20023302	Pubmed	10.1074/jbc.M109.062810	no comments
Record 2446	PHI:2149	Uniprot	G4NCK1	Genbank	MGG_01057.6	70-15	MoLDB1	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	CO39			leaves	no data found	no data found	no data found	no data found	Reduced virulence	no data found	no data found	yes	no	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	T-DNA insertional mutagenesis		na	AR	20831406	PubMed	doi:10.1094 / MPMI -03-10-0052	no comments
Record 2447	PHI:2149	Uniprot	G4NCK1	Genbank	MGG_01057.6	70-15	MoLDB1	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	112509	Barley	Golden promise			leaves	no data found	no data found	no data found	no data found	Reduced virulence	no data found	no data found	yes	no	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	T-DNA insertional mutagenesis		na	AR	20831406	PubMed	doi:10.1094 / MPMI -03-10-0052	no comments
Record 2448	PHI:2149	Uniprot	G4NCK1	Genbank	MGG_01057.6	70-15	MoLDB1	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	CO39			leaves	no data found	no data found	no data found	no data found	Loss of pathogenicity	no data found	no data found	yes	no	no data found	reduced	reduced	reduced; aberrant	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	AR	20831406	PubMed	doi:10.1094 / MPMI -03-10-0052	no comments
Record 2449	PHI:2149	Uniprot	G4NCK1	Genbank	MGG_01057.6	70-15	MoLDB1	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	112509	Barley	Golden promise			leaves	no data found	no data found	no data found	no data found	Loss of pathogenicity	no data found	yes	yes	no	no data found	reduced	reduced	reduced; aberrant	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	AR	20831406	PubMed	doi:10.1094 / MPMI -03-10-0052	no comments
Record 2450	PHI:2150	Uniprot	C1KJI7	EMBL	FJ842881	ZN04	AVR-Pita1	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	Yashiro-mochi			leaves	no data found	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Altered gene expression / gene regulation: overexpression; Functional test in host		na	AR	20435900	PubMed	doi:10.1105/tpc.1 09.069666	no comments
Record 2451	PHI:2151	Uniprot	B9A9V1	EMBL	AB480169	no data found	PWL1	no data found					no	318829	Magnaporthe oryzae		CP987	Rice blast	Monocot	38414	Weeping lovegrass	no data found			leaves	no data found	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Altered gene expression / gene regulation: overexpression; Functional test in host		na	AR	20435900	PubMed	doi:10.1105/tpc.1 09.069666	no comments
Record 2452	PHI:2152	Uniprot	Q01144		MGU26313	4392-1-6	PWL2	no data found					no	318829	Magnaporthe oryzae		CP987	Rice blast	Monocot	38414	Weeping lovegrass	no data found			leaves	no data found	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Altered gene expression / gene regulation: overexpression; Functional test in host		na	AR	20435900	PubMed	doi:10.1105/tpc.1 09.069666	no comments
Record 2453	PHI:2151	Uniprot	B9A9V1	EMBL	AB480169	no data found	PWL1	no data found					no	318829	Magnaporthe oryzae		4091-5-8	Rice blast	Monocot	38414	Weeping lovegrass	no data found			leaves	no data found	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Altered gene expression / gene regulation: overexpression; Functional test in host		na	AR	20435900	PubMed	doi:10.1105/tpc.1 09.069666	no comments
Record 2454	PHI:2152	Uniprot	Q01144		MGU26313	4392-1-6	PWL2	no data found					no	318829	Magnaporthe oryzae		4091-5-8	Rice blast	Monocot	38414	Weeping lovegrass	no data found			leaves	no data found	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Altered gene expression / gene regulation: overexpression; Functional test in host		na	AR	20435900	PubMed	doi:10.1105/tpc.1 09.069666	no comments
Record 2455	PHI:2153	Uniprot	G4N178	Genbank	MGG_07460.6 	70-15	MoHyr1	no data found					no	318829	Magnaporthe oryzae		70-15	Rice blast	Monocot	4530	Rice	Maratelli			leaves	no data found	no data found	no data found	no data found	Reduced virulence	no data found	no	no data found	no data found	no data found	wild type	no data found	reduced	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	AR	21533213	PubMed	doi:10.1371/jo urnal.ppat. 1001335	no comments
Record 2456	PHI:2153	Uniprot	G4N178	Genbank	MGG_07460.6 	70-15	MoHyr1	no data found					no	318829	Magnaporthe oryzae		70-15	Rice blast	Monocot	112509	Barley	Lacey			leaves	no data found	no data found	no data found	no data found	Reduced virulence	no data found	no	no data found	no data found	pinhead-sized brown specks; 1.5 mm brown spots; 2–3 mm gray spots with brown margins	wild type	no data found	reduced	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	AR	21533213	PubMed	doi:10.1371/jo urnal.ppat. 1001335	no comments
Record 2457	PHI:2154	Uniprot	G5EI55	Genbank	MGG_02741.6	70-15	RBP35	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	no data found	no data found	no data found			leaves; roots	Polyadenylation factor; mRNA processing	no data found	no data found	TOR signaling pathway; Nitrogen metabolism	Reduced virulence	no data found	no data found	no	no data found	no data found	reduced; aberrant	no data found	reduced; aberrant	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	AR	22194688	PubMed	doi:10.1 371/journal.ppat. 1002441	no comments
Record 2458	PHI:2155	Uniprot	B8Q8Z5	EMBL	EU375307	Guy11	MoPEX7	no data found					no	318829	Magnaporthe oryzae	1271791	KJ201	Rice blast	Monocot	4530	Rice	Nakdong			leaves	PTS2 receptor; Lipid mobilization; Fatty acid utilization	no data found	no data found	no data found	Loss of pathogenicity	no data found	no	yes	no	no data found	reduced	no data found	no data found	wild type	Glucose	50-99-7	no data found			no data found	Gene deletion: full; Gene complementation		na	AR	22194815	PubMed	doi:10.1371/jo urnal.pone.0028 220	Additional glucose treatment prior to spray inoculation partially complemented the pathogenicity defect of Mopex7 deletion mutant
Record 2459	PHI:2156	Uniprot	G4MZM4		MGG_08212.6	70-15	Moatf1	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	CO-39			leaves	Regulation of oxidative stress tolerance	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	yes	no data found	no data found	no data found	reduced	wild type	no data found	no data found	no data found			Production of Phenolic compounds; Oxidative burst	Gene deletion: full; Gene complementation		na	AR	20615116	PubMed	doi:10.1094 / MPMI -23-8-1053	no comments
Record 2460	PHI:2158	Uniprot	B5TM01	Genbank	EU 984498	70-15	MoCMK1	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	CO39			leaves	Calcium/calmodulin-dependent kinase	no data found	no data found	Calcium signalling pathway	Reduced virulence	no data found	yes	no data found	no data found	no data found	reduced	no data found	reduced	reduced	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	19837571	Pubmed	10.1016/j.micres.2009.08.007	no comments
Record 2461	PHI:2159	Uniprot	G4N4W3	Genbank	MG06033	70-15	MoMSB2	no data found					no	318829	Magnaporthe oryzae		Ku80	Rice blast	Monocot	4530	Rice	Nipponbare			seedlings; leaves	Recognizing different chemical and physical signals present on the rice leaf surface	no data found	no data found	PMK1 signalling pathway	Reduced virulence	no data found	yes	yes	yes	no data found	no data found	no data found	reduced	wild type	Beeswax; Paraffin; 1-octacosanol (C28); 1-triacontanol (C30)	Beeswax: 8012-89-3; Paraffin: 8002-74-2; 1-octacosanol (C28):  557-61-9 ; 1-triacontanol (C30):  593-50-0	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	21283781	Pubmed	10.1371/journal.ppat.1001261	no comments
Record 2462	PHI:2160	Uniprot	Q2KEW0	Genbank	MG09125	70-15	MoSHO1	no data found					no	318829	Magnaporthe oryzae		Ku80	Rice blast	Monocot	4530	Rice	Nipponbare			seedlings	Recognizing different chemical and physical signals present on the rice leaf surface	no data found	no data found	PMK1 signalling pathway	Reduced virulence	no data found	no	no	no	no data found	no data found	no data found	wild type	wild type	16-hexadecanediol; cis-9-octadecen-1-ol; bee wax; paraffin wax; 1-octacosanol (C28); 1-triacontanol (C30)	16-hexadecanediol: 7735-42-4; cis-9-octadecen-1-ol: 143-28-2; Beeswax: 8012-89-3; Paraffin: 8002-74-2; 1-octacosanol (C28): 557-61-9 ; 1-triacontanol (C30): 593-50-0	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	21283781	Pubmed	10.1371/journal.ppat.1001261	cutin and dewaxed response seen only in the MoSHO1 mutants in terms of appresoria formation
Record 2463	PHI:2159	Uniprot	G4N4W3	Genbank	MG06033	70-15	MoMSB2	no data found					PHI:2160	318829	Magnaporthe oryzae		Ku80	Rice blast	Monocot	4530	Rice	Nipponbare			seedlings	Recognizing different chemical and physical signals present on the rice leaf surface	no data found	no data found	PMK1 signalling pathway	Reduced virulence	no data found	yes	yes	yes	no data found	no data found	no data found	reduced; aberrant	reduced; aberrant	bee wax; paraffin wax; 1-octacosanol (C28); 1-triacontanol (C30)	Beeswax: 8012-89-3; Paraffin: 8002-74-2; 1-octacosanol (C28):  557-61-9 ; 1-triacontanol (C30):  593-50-0	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	21283781	Pubmed	10.1371/journal.ppat.1001261	no comments
Record 2464	PHI:2160	Uniprot	Q2KEW0	Genbank	MG09125	70-15	MoSHO1	no data found					PHI:2159	318829	Magnaporthe oryzae		Ku80	Rice blast	Monocot	4530	Rice	Nipponbare			seedlings	Recognizing different chemical and physical signals present on the rice leaf surface	no data found	no data found	PMK1 signalling pathway	Reduced virulence	no data found	yes	yes	yes	no data found	no data found	no data found	reduced; aberrant	reduced; aberrant	bee wax; paraffin wax; 1-octacosanol (C28); 1-triacontanol (C30)	Beeswax: 8012-89-3; Paraffin: 8002-74-2; 1-octacosanol (C28):  557-61-9 ; 1-triacontanol (C30):  593-50-0	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	21283781	Pubmed	10.1371/journal.ppat.1001261	no comments
Record 2465	PHI:2159	Uniprot	G4N4W3	Genbank	MG06033	70-15	MoMSB2	no data found					no	318829	Magnaporthe oryzae		Ku80	Rice blast	Monocot	4530	Rice	CO39			seedlings	Recognizing different chemical and physical signals present on the rice leaf surface	no data found	no data found	PMK1 signalling pathway	Reduced virulence	no data found	yes	yes	yes	no data found	no data found	no data found	reduced	wild type	bee wax; paraffin wax; 1-octacosanol (C28); 1-triacontanol (C30)	Beeswax: 8012-89-3; Paraffin: 8002-74-2; 1-octacosanol (C28):  557-61-9 ; 1-triacontanol (C30):  593-50-0	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	21283781	Pubmed	10.1371/journal.ppat.1001261	no comments
Record 2466	PHI:2160	Uniprot	Q2KEW0	Genbank	MG09125	70-15	MoSHO1	no data found					no	318829	Magnaporthe oryzae		Ku80	Rice blast	Monocot	4530	Rice	CO39			seedlings	Recognizing different chemical and physical signals present on the rice leaf surface	no data found	no data found	PMK1 signalling pathway	Reduced virulence	no data found	no	no	no	no data found	no data found	no data found	wild type	wild type	16-hexadecanediol; cis-9-octadecen-1-ol; bee wax; paraffin wax; 1-octacosanol (C28); 1-triacontanol (C30)	16-hexadecanediol: 7735-42-4; cis-9-octadecen-1-ol: 143-28-2; Beeswax: 8012-89-3; Paraffin: 8002-74-2; 1-octacosanol (C28): 557-61-9 ; 1-triacontanol (C30): 593-50-0	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	21283781	Pubmed	10.1371/journal.ppat.1001261	cutin and dewaxed response seen only in the MoSHO1 mutants in terms of appresoria formation
Record 2467	PHI:2159	Uniprot	G4N4W3	Genbank	MG06033	70-15	MoMSB2	no data found					PHI:2160	318829	Magnaporthe oryzae		Ku80	Rice blast	Monocot	4530	Rice	CO39			seedlings	Recognizing different chemical and physical signals present on the rice leaf surface	no data found	no data found	PMK1 signalling pathway	Reduced virulence	no data found	yes	yes	yes	no data found	no data found	no data found	reduced; aberrant	reduced; aberrant	bee wax; paraffin wax; 1-octacosanol (C28); 1-triacontanol (C30)	Beeswax: 8012-89-3; Paraffin: 8002-74-2; 1-octacosanol (C28):  557-61-9 ; 1-triacontanol (C30):  593-50-0	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	21283781	Pubmed	10.1371/journal.ppat.1001261	no comments
Record 2468	PHI:2160	Uniprot	Q2KEW0	Genbank	MG09125	70-15	MoSHO1	no data found					PHI:2159	318829	Magnaporthe oryzae		Ku80	Rice blast	Monocot	4530	Rice	CO39			seedlings	Recognizing different chemical and physical signals present on the rice leaf surface	no data found	no data found	PMK1 signalling pathway	Reduced virulence	no data found	yes	yes	yes	no data found	no data found	no data found	reduced; aberrant	reduced; aberrant	bee wax; paraffin wax; 1-octacosanol (C28); 1-triacontanol (C30)	Beeswax: 8012-89-3; Paraffin: 8002-74-2; 1-octacosanol (C28):  557-61-9 ; 1-triacontanol (C30):  593-50-0	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	21283781	Pubmed	10.1371/journal.ppat.1001261	no comments
Record 2469	PHI:2159	Uniprot	G4N4W3	Genbank	MG06033	70-15	MoMSB2	no data found					no	318829	Magnaporthe oryzae		Ku80	Rice blast	Monocot	112509	Barley	Golden Promise			leaves	Recognizing different chemical and physical signals present on the rice leaf surface	no data found	no data found	PMK1 signalling pathway	Reduced virulence	no data found	yes	yes	yes	no data found	no data found	no data found	reduced	wild type	bee wax; paraffin wax; 1-octacosanol (C28); 1-triacontanol (C30)	Beeswax: 8012-89-3; Paraffin: 8002-74-2; 1-octacosanol (C28):  557-61-9 ; 1-triacontanol (C30):  593-50-0	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	21283781	Pubmed	10.1371/journal.ppat.1001261	no comments
Record 2470	PHI:2160	Uniprot	Q2KEW0	Genbank	MG09125	70-15	MoSHO1	no data found					no	318829	Magnaporthe oryzae		Ku80	Rice blast	Monocot	112509	Barley	Golden Promise			leaves	Recognizing different chemical and physical signals present on the rice leaf surface	no data found	no data found	PMK1 signalling pathway	Reduced virulence	no data found	no	no	no	no data found	no data found	no data found	wild type	wild type	16-hexadecanediol; cis-9-octadecen-1-ol; bee wax; paraffin wax; 1-octacosanol (C28); 1-triacontanol (C30)	16-hexadecanediol: 7735-42-4; cis-9-octadecen-1-ol: 143-28-2; Beeswax: 8012-89-3; Paraffin: 8002-74-2; 1-octacosanol (C28): 557-61-9 ; 1-triacontanol (C30): 593-50-0	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	21283781	Pubmed	10.1371/journal.ppat.1001261	cutin and dewaxed response seen only in the MoSHO1 mutants in terms of appresoria formation
Record 2471	PHI:2159	Uniprot	G4N4W3	Genbank	MG06033	70-15	MoMSB2	no data found					PHI:2160	318829	Magnaporthe oryzae		Ku80	Rice blast	Monocot	112509	Barley	Golden Promise			leaves	Recognizing different chemical and physical signals present on the rice leaf surface	no data found	no data found	PMK1 signalling pathway	Reduced virulence	no data found	yes	yes	yes	no data found	no data found	no data found	reduced; aberrant	reduced; aberrant	bee wax; paraffin wax; 1-octacosanol (C28); 1-triacontanol (C30)	Beeswax: 8012-89-3; Paraffin: 8002-74-2; 1-octacosanol (C28):  557-61-9 ; 1-triacontanol (C30):  593-50-0	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	21283781	Pubmed	10.1371/journal.ppat.1001261	no comments
Record 2472	PHI:2160	Uniprot	Q2KEW0	Genbank	MG09125	70-15	MoSHO1	no data found					PHI:2159	318829	Magnaporthe oryzae		Ku80	Rice blast	Monocot	112509	Barley	Golden Promise			leaves	Recognizing different chemical and physical signals present on the rice leaf surface	no data found	no data found	PMK1 signalling pathway	Reduced virulence	no data found	yes	yes	yes	no data found	no data found	no data found	reduced; aberrant	reduced; aberrant	bee wax; paraffin wax; 1-octacosanol (C28); 1-triacontanol (C30)	Beeswax: 8012-89-3; Paraffin: 8002-74-2; 1-octacosanol (C28):  557-61-9 ; 1-triacontanol (C30):  593-50-0	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	21283781	Pubmed	10.1371/journal.ppat.1001261	no comments
Record 2473	PHI:2161	Uniprot	G4NGK7		MGG_04100.6	70-15	SEP1	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	CO39			leaves	Cytokinesis	no data found	no data found	no data found	Loss of pathogenicity	no data found	no	yes	yes	no data found	no data found	no data found	reduced	wild type; aberrant	no data found	no data found	no data found			no data found	Gene mutation: characterised		na	RP	20639448	Pubmed	10.1105/tpc.1 10.074492	no comments
Record 2474	PHI:2162	Uniprot	G4N7T3	EMBL	EHA50887.1	70-15	CPKA	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	CO39			no data found	no data found	no data found	no data found	PMK1 signalling pathway	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no data found	no data found	no data found			no data found	no data found		na	RP	20348434	Pubmed	10.1105/tpc.1 09.066340	no comments
Record 2475	PHI:2163	Uniprot	G4N0Z0	EMBL	EHA52368.1	70-15	PMK1	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	CO39			roots	no data found	no data found	no data found	PMK1 signalling pathway	Reduced virulence	no data found	yes	yes	yes	no data found	no data found	no data found	wild type	no data found	no data found	no data found	no data found			no data found	no data found		na	RP	20348434	Pubmed	10.1105/tpc.1 09.066340	no comments
Record 2476	PHI:2164	Uniprot	G4N3L5	EMBL	EHA52690.1	70-15	MST12	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	CO39			roots	no data found	no data found	no data found	PMK1 signalling pathway	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	wild type	reduced	no data found	no data found	no data found			no data found	no data found		na	RP	20348434	Pubmed	10.1105/tpc.1 09.066340	no comments
Record 2477	PHI:2165	Uniprot	G4N3R9	EMBL	EHA51893.1	70-15	PTH11	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	CO39			leaves; roots	no data found	no data found	no data found	PKA and PKC signaling pathways 	Reduced virulence	no data found	yes	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Cyclic AMP; 1,2-diacylglycerol	Cyclic AMP: 60-92-4; 1,2-diacylglycerol: 102-62-5	no data found			no data found	no data found		na	RP	20348434	Pubmed	10.1105/tpc.1 09.066340	no comments
Record 2478	PHI:2166	Uniprot	G4N4F9	EMBL	EHA52827.1	70-15	CBP1	no data found					no	318829	Magnaporthe oryzae		P2	Rice blast	Monocot	4530	Rice	CO39			leaves; roots	no data found	no data found	no data found	PMK1 signalling pathway	Unaffected pathogenicity	no data found	no	no data found	no data found	no data found	wild type	no data found	wild type	wild type	no data found	no data found	no data found			no data found	no data found		na	RP	20348434	Pubmed	10.1105/tpc.1 09.066340	no comments
Record 2479	PHI:2167	Uniprot	G4N1A3	EMBL	EHA52374.1	70-15	EXP5	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	CO39			leaves; roots	no data found	no data found	no data found	PMK1 signalling pathway	Reduced virulence	no data found	no	no data found	no data found	no data found	no data found	no data found	reduced	no data found	Calcium chloride; Galactose	Calcium chloride: 10035-04-8; Galactose: 3646-73-9	no data found			no data found	Gene disruption: Gene complementation		na	RP	20348434	Pubmed	10.1105/tpc.1 09.066340	no comments
Record 2480	PHI:2162	Uniprot	G4N7T3	EMBL	EHA50887.1	70-15	CPKA	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	112509	Barley	Golden Promise			no data found	no data found	no data found	no data found	PMK1 signalling pathway	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no data found	no data found	no data found			no data found	no data found		na	RP	20348434	Pubmed	10.1105/tpc.1 09.066340	no comments
Record 2481	PHI:2163	Uniprot	G4N0Z0	EMBL	EHA52368.1	70-15	PMK1	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	112509	Barley	Golden Promise			roots	no data found	no data found	no data found	PMK1 signalling pathway	Reduced virulence	no data found	yes	yes	yes	no data found	no data found	no data found	wild type	no data found	no data found	no data found	no data found			no data found	no data found		na	RP	20348434	Pubmed	10.1105/tpc.1 09.066340	no comments
Record 2482	PHI:2164	Uniprot	G4N3L5	EMBL	EHA52690.1	70-15	MST12	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	112509	Barley	Golden Promise			roots	no data found	no data found	no data found	PMK1 signalling pathway	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	wild type	reduced	no data found	no data found	no data found			no data found	no data found		na	RP	20348434	Pubmed	10.1105/tpc.1 09.066340	no comments
Record 2483	PHI:2165	Uniprot	G4N3R9	EMBL	EHA51893.1	70-15	PTH11	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	112509	Barley	Golden Promise			leaves; roots	no data found	no data found	no data found	PKA and PKC signaling pathways 	Reduced virulence	no data found	yes	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Cyclic AMP; 1,2-diacylglycerol	Cyclic AMP: 60-92-4; 1,2-diacylglycerol: 102-62-5	no data found			no data found	no data found		na	RP	20348434	Pubmed	10.1105/tpc.1 09.066340	no comments
Record 2484	PHI:2166	Uniprot	G4N4F9	EMBL	EHA52827.1	70-15	CBP1	no data found					no	318829	Magnaporthe oryzae		P2	Rice blast	Monocot	112509	Barley	Golden Promise			leaves; roots	no data found	no data found	no data found	PMK1 signalling pathway	Unaffected pathogenicity	no data found	no	no data found	no data found	no data found	wild type	no data found	wild type	wild type	no data found	no data found	no data found			no data found	no data found		na	RP	20348434	Pubmed	10.1105/tpc.1 09.066340	no comments
